img1,img2,label
data\LFW\lfw-deepfunneled\Marc_Grossman\Marc_Grossman_0001.jpg,data\LFW\lfw-deepfunneled\Marc_Grossman\Marc_Grossman_0002.jpg,1
data\LFW\lfw-deepfunneled\Marc_Grossman\Marc_Grossman_0001.jpg,data\LFW\lfw-deepfunneled\Marc_Grossman\Marc_Grossman_0003.jpg,1
data\LFW\lfw-deepfunneled\Marcelo_Ebrard\Marcelo_Ebrard_0001.jpg,data\LFW\lfw-deepfunneled\Marcelo_Ebrard\Marcelo_Ebrard_0002.jpg,1
data\LFW\lfw-deepfunneled\Marco_Antonio_Barrera\Marco_Antonio_Barrera_0003.jpg,data\LFW\lfw-deepfunneled\Marco_Antonio_Barrera\Marco_Antonio_Barrera_0006.jpg,1
data\LFW\lfw-deepfunneled\Marcus_Gronholm\Marcus_Gronholm_0001.jpg,data\LFW\lfw-deepfunneled\Marcus_Gronholm\Marcus_Gronholm_0002.jpg,1
data\LFW\lfw-deepfunneled\Margaret_Thatcher\Margaret_Thatcher_0001.jpg,data\LFW\lfw-deepfunneled\Margaret_Thatcher\Margaret_Thatcher_0002.jpg,1
data\LFW\lfw-deepfunneled\Maria_Luisa_Mendonca\Maria_Luisa_Mendonca_0001.jpg,data\LFW\lfw-deepfunneled\Maria_Luisa_Mendonca\Maria_Luisa_Mendonca_0002.jpg,1
data\LFW\lfw-deepfunneled\Maria_Soledad_Alvear_Valenzuela\Maria_Soledad_Alvear_Valenzuela_0001.jpg,data\LFW\lfw-deepfunneled\Maria_Soledad_Alvear_Valenzuela\Maria_Soledad_Alvear_Valenzuela_0005.jpg,1
data\LFW\lfw-deepfunneled\Maria_Soledad_Alvear_Valenzuela\Maria_Soledad_Alvear_Valenzuela_0002.jpg,data\LFW\lfw-deepfunneled\Maria_Soledad_Alvear_Valenzuela\Maria_Soledad_Alvear_Valenzuela_0003.jpg,1
data\LFW\lfw-deepfunneled\Mariana_Pollack\Mariana_Pollack_0001.jpg,data\LFW\lfw-deepfunneled\Mariana_Pollack\Mariana_Pollack_0002.jpg,1
data\LFW\lfw-deepfunneled\Marie-Reine_Le_Gougne\Marie-Reine_Le_Gougne_0001.jpg,data\LFW\lfw-deepfunneled\Marie-Reine_Le_Gougne\Marie-Reine_Le_Gougne_0002.jpg,1
data\LFW\lfw-deepfunneled\Marilyn_Monroe\Marilyn_Monroe_0001.jpg,data\LFW\lfw-deepfunneled\Marilyn_Monroe\Marilyn_Monroe_0002.jpg,1
data\LFW\lfw-deepfunneled\Marina_Anissina\Marina_Anissina_0001.jpg,data\LFW\lfw-deepfunneled\Marina_Anissina\Marina_Anissina_0002.jpg,1
data\LFW\lfw-deepfunneled\Mark_Geragos\Mark_Geragos_0001.jpg,data\LFW\lfw-deepfunneled\Mark_Geragos\Mark_Geragos_0002.jpg,1
data\LFW\lfw-deepfunneled\Mark_Gottfried\Mark_Gottfried_0001.jpg,data\LFW\lfw-deepfunneled\Mark_Gottfried\Mark_Gottfried_0002.jpg,1
data\LFW\lfw-deepfunneled\Mark_Hamister\Mark_Hamister_0001.jpg,data\LFW\lfw-deepfunneled\Mark_Hamister\Mark_Hamister_0002.jpg,1
data\LFW\lfw-deepfunneled\Mark_Hurlbert\Mark_Hurlbert_0002.jpg,data\LFW\lfw-deepfunneled\Mark_Hurlbert\Mark_Hurlbert_0005.jpg,1
data\LFW\lfw-deepfunneled\Mark_Schweiker\Mark_Schweiker_0001.jpg,data\LFW\lfw-deepfunneled\Mark_Schweiker\Mark_Schweiker_0002.jpg,1
data\LFW\lfw-deepfunneled\Mark_Warner\Mark_Warner_0001.jpg,data\LFW\lfw-deepfunneled\Mark_Warner\Mark_Warner_0002.jpg,1
data\LFW\lfw-deepfunneled\Martha_Beatriz_Roque\Martha_Beatriz_Roque_0001.jpg,data\LFW\lfw-deepfunneled\Martha_Beatriz_Roque\Martha_Beatriz_Roque_0002.jpg,1
data\LFW\lfw-deepfunneled\Martha_Bowen\Martha_Bowen_0001.jpg,data\LFW\lfw-deepfunneled\Martha_Bowen\Martha_Bowen_0002.jpg,1
data\LFW\lfw-deepfunneled\Martha_Lucia_Ramirez\Martha_Lucia_Ramirez_0002.jpg,data\LFW\lfw-deepfunneled\Martha_Lucia_Ramirez\Martha_Lucia_Ramirez_0003.jpg,1
data\LFW\lfw-deepfunneled\Martin_Brodeur\Martin_Brodeur_0001.jpg,data\LFW\lfw-deepfunneled\Martin_Brodeur\Martin_Brodeur_0002.jpg,1
data\LFW\lfw-deepfunneled\Martin_Hoellwarth\Martin_Hoellwarth_0001.jpg,data\LFW\lfw-deepfunneled\Martin_Hoellwarth\Martin_Hoellwarth_0002.jpg,1
data\LFW\lfw-deepfunneled\Martin_McCauley\Martin_McCauley_0001.jpg,data\LFW\lfw-deepfunneled\Martin_McCauley\Martin_McCauley_0002.jpg,1
data\LFW\lfw-deepfunneled\Martin_Scorsese\Martin_Scorsese_0002.jpg,data\LFW\lfw-deepfunneled\Martin_Scorsese\Martin_Scorsese_0006.jpg,1
data\LFW\lfw-deepfunneled\Martin_Scorsese\Martin_Scorsese_0003.jpg,data\LFW\lfw-deepfunneled\Martin_Scorsese\Martin_Scorsese_0006.jpg,1
data\LFW\lfw-deepfunneled\Martin_Scorsese\Martin_Scorsese_0004.jpg,data\LFW\lfw-deepfunneled\Martin_Scorsese\Martin_Scorsese_0005.jpg,1
data\LFW\lfw-deepfunneled\Martina_Hingis\Martina_Hingis_0001.jpg,data\LFW\lfw-deepfunneled\Martina_Hingis\Martina_Hingis_0003.jpg,1
data\LFW\lfw-deepfunneled\Martina_McBride\Martina_McBride_0002.jpg,data\LFW\lfw-deepfunneled\Martina_McBride\Martina_McBride_0004.jpg,1
data\LFW\lfw-deepfunneled\Martina_McBride\Martina_McBride_0003.jpg,data\LFW\lfw-deepfunneled\Martina_McBride\Martina_McBride_0004.jpg,1
data\LFW\lfw-deepfunneled\Marty_Mornhinweg\Marty_Mornhinweg_0002.jpg,data\LFW\lfw-deepfunneled\Marty_Mornhinweg\Marty_Mornhinweg_0003.jpg,1
data\LFW\lfw-deepfunneled\Mary-Kate_Olsen\Mary-Kate_Olsen_0001.jpg,data\LFW\lfw-deepfunneled\Mary-Kate_Olsen\Mary-Kate_Olsen_0002.jpg,1
data\LFW\lfw-deepfunneled\Mary_Steenburgen\Mary_Steenburgen_0002.jpg,data\LFW\lfw-deepfunneled\Mary_Steenburgen\Mary_Steenburgen_0003.jpg,1
data\LFW\lfw-deepfunneled\Masahiko_Nagasawa\Masahiko_Nagasawa_0001.jpg,data\LFW\lfw-deepfunneled\Masahiko_Nagasawa\Masahiko_Nagasawa_0002.jpg,1
data\LFW\lfw-deepfunneled\Mathias_Reichhold\Mathias_Reichhold_0001.jpg,data\LFW\lfw-deepfunneled\Mathias_Reichhold\Mathias_Reichhold_0003.jpg,1
data\LFW\lfw-deepfunneled\Matt_Damon\Matt_Damon_0001.jpg,data\LFW\lfw-deepfunneled\Matt_Damon\Matt_Damon_0004.jpg,1
data\LFW\lfw-deepfunneled\Matt_Damon\Matt_Damon_0002.jpg,data\LFW\lfw-deepfunneled\Matt_Damon\Matt_Damon_0004.jpg,1
data\LFW\lfw-deepfunneled\Matt_Damon\Matt_Damon_0003.jpg,data\LFW\lfw-deepfunneled\Matt_Damon\Matt_Damon_0004.jpg,1
data\LFW\lfw-deepfunneled\Matthew_Perry\Matthew_Perry_0003.jpg,data\LFW\lfw-deepfunneled\Matthew_Perry\Matthew_Perry_0005.jpg,1
data\LFW\lfw-deepfunneled\Matthew_Perry\Matthew_Perry_0003.jpg,data\LFW\lfw-deepfunneled\Matthew_Perry\Matthew_Perry_0006.jpg,1
data\LFW\lfw-deepfunneled\Matthew_Perry\Matthew_Perry_0006.jpg,data\LFW\lfw-deepfunneled\Matthew_Perry\Matthew_Perry_0007.jpg,1
data\LFW\lfw-deepfunneled\Maureen_Fanning\Maureen_Fanning_0001.jpg,data\LFW\lfw-deepfunneled\Maureen_Fanning\Maureen_Fanning_0002.jpg,1
data\LFW\lfw-deepfunneled\Mel_Brooks\Mel_Brooks_0001.jpg,data\LFW\lfw-deepfunneled\Mel_Brooks\Mel_Brooks_0002.jpg,1
data\LFW\lfw-deepfunneled\Mel_Gibson\Mel_Gibson_0001.jpg,data\LFW\lfw-deepfunneled\Mel_Gibson\Mel_Gibson_0002.jpg,1
data\LFW\lfw-deepfunneled\Mesut_Yilmaz\Mesut_Yilmaz_0001.jpg,data\LFW\lfw-deepfunneled\Mesut_Yilmaz\Mesut_Yilmaz_0002.jpg,1
data\LFW\lfw-deepfunneled\Mian_Khursheed_Mehmood_Kasuri\Mian_Khursheed_Mehmood_Kasuri_0002.jpg,data\LFW\lfw-deepfunneled\Mian_Khursheed_Mehmood_Kasuri\Mian_Khursheed_Mehmood_Kasuri_0003.jpg,1
data\LFW\lfw-deepfunneled\Michael_Ballack\Michael_Ballack_0001.jpg,data\LFW\lfw-deepfunneled\Michael_Ballack\Michael_Ballack_0003.jpg,1
data\LFW\lfw-deepfunneled\Michael_Ballack\Michael_Ballack_0002.jpg,data\LFW\lfw-deepfunneled\Michael_Ballack\Michael_Ballack_0003.jpg,1
data\LFW\lfw-deepfunneled\Michael_Bloomberg\Michael_Bloomberg_0001.jpg,data\LFW\lfw-deepfunneled\Michael_Bloomberg\Michael_Bloomberg_0016.jpg,1
data\LFW\lfw-deepfunneled\Michael_Caine\Michael_Caine_0001.jpg,data\LFW\lfw-deepfunneled\Michael_Caine\Michael_Caine_0004.jpg,1
data\LFW\lfw-deepfunneled\Michael_Caine\Michael_Caine_0002.jpg,data\LFW\lfw-deepfunneled\Michael_Caine\Michael_Caine_0004.jpg,1
data\LFW\lfw-deepfunneled\Michael_Chiklis\Michael_Chiklis_0002.jpg,data\LFW\lfw-deepfunneled\Michael_Chiklis\Michael_Chiklis_0004.jpg,1
data\LFW\lfw-deepfunneled\Michael_Douglas\Michael_Douglas_0003.jpg,data\LFW\lfw-deepfunneled\Michael_Douglas\Michael_Douglas_0005.jpg,1
data\LFW\lfw-deepfunneled\Michael_Jordan\Michael_Jordan_0001.jpg,data\LFW\lfw-deepfunneled\Michael_Jordan\Michael_Jordan_0003.jpg,1
data\LFW\lfw-deepfunneled\Michael_Jordan\Michael_Jordan_0001.jpg,data\LFW\lfw-deepfunneled\Michael_Jordan\Michael_Jordan_0004.jpg,1
data\LFW\lfw-deepfunneled\Michael_Kostelnik\Michael_Kostelnik_0001.jpg,data\LFW\lfw-deepfunneled\Michael_Kostelnik\Michael_Kostelnik_0002.jpg,1
data\LFW\lfw-deepfunneled\Michael_Moore\Michael_Moore_0001.jpg,data\LFW\lfw-deepfunneled\Michael_Moore\Michael_Moore_0003.jpg,1
data\LFW\lfw-deepfunneled\Michael_Patrick_King\Michael_Patrick_King_0001.jpg,data\LFW\lfw-deepfunneled\Michael_Patrick_King\Michael_Patrick_King_0002.jpg,1
data\LFW\lfw-deepfunneled\Michael_Powell\Michael_Powell_0002.jpg,data\LFW\lfw-deepfunneled\Michael_Powell\Michael_Powell_0004.jpg,1
data\LFW\lfw-deepfunneled\Michael_Winterbottom\Michael_Winterbottom_0001.jpg,data\LFW\lfw-deepfunneled\Michael_Winterbottom\Michael_Winterbottom_0003.jpg,1
data\LFW\lfw-deepfunneled\Michael_Winterbottom\Michael_Winterbottom_0002.jpg,data\LFW\lfw-deepfunneled\Michael_Winterbottom\Michael_Winterbottom_0003.jpg,1
data\LFW\lfw-deepfunneled\Mick_Jagger\Mick_Jagger_0002.jpg,data\LFW\lfw-deepfunneled\Mick_Jagger\Mick_Jagger_0004.jpg,1
data\LFW\lfw-deepfunneled\Miguel_Estrada\Miguel_Estrada_0001.jpg,data\LFW\lfw-deepfunneled\Miguel_Estrada\Miguel_Estrada_0002.jpg,1
data\LFW\lfw-deepfunneled\Mike_Babcock\Mike_Babcock_0001.jpg,data\LFW\lfw-deepfunneled\Mike_Babcock\Mike_Babcock_0002.jpg,1
data\LFW\lfw-deepfunneled\Mike_Krzyzewski\Mike_Krzyzewski_0002.jpg,data\LFW\lfw-deepfunneled\Mike_Krzyzewski\Mike_Krzyzewski_0004.jpg,1
data\LFW\lfw-deepfunneled\Mike_Martz\Mike_Martz_0003.jpg,data\LFW\lfw-deepfunneled\Mike_Martz\Mike_Martz_0005.jpg,1
data\LFW\lfw-deepfunneled\Mike_Martz\Mike_Martz_0004.jpg,data\LFW\lfw-deepfunneled\Mike_Martz\Mike_Martz_0005.jpg,1
data\LFW\lfw-deepfunneled\Mike_Miller\Mike_Miller_0001.jpg,data\LFW\lfw-deepfunneled\Mike_Miller\Mike_Miller_0002.jpg,1
data\LFW\lfw-deepfunneled\Mike_Myers\Mike_Myers_0005.jpg,data\LFW\lfw-deepfunneled\Mike_Myers\Mike_Myers_0007.jpg,1
data\LFW\lfw-deepfunneled\Mike_Scioscia\Mike_Scioscia_0001.jpg,data\LFW\lfw-deepfunneled\Mike_Scioscia\Mike_Scioscia_0002.jpg,1
data\LFW\lfw-deepfunneled\Mike_Tyson\Mike_Tyson_0001.jpg,data\LFW\lfw-deepfunneled\Mike_Tyson\Mike_Tyson_0003.jpg,1
data\LFW\lfw-deepfunneled\Mikhail_Kasyanov\Mikhail_Kasyanov_0001.jpg,data\LFW\lfw-deepfunneled\Mikhail_Kasyanov\Mikhail_Kasyanov_0002.jpg,1
data\LFW\lfw-deepfunneled\Mikhail_Wehbe\Mikhail_Wehbe_0001.jpg,data\LFW\lfw-deepfunneled\Mikhail_Wehbe\Mikhail_Wehbe_0004.jpg,1
data\LFW\lfw-deepfunneled\Milo_Djukanovic\Milo_Djukanovic_0001.jpg,data\LFW\lfw-deepfunneled\Milo_Djukanovic\Milo_Djukanovic_0003.jpg,1
data\LFW\lfw-deepfunneled\Milo_Maestrecampo\Milo_Maestrecampo_0001.jpg,data\LFW\lfw-deepfunneled\Milo_Maestrecampo\Milo_Maestrecampo_0002.jpg,1
data\LFW\lfw-deepfunneled\Milo_Maestrecampo\Milo_Maestrecampo_0001.jpg,data\LFW\lfw-deepfunneled\Milo_Maestrecampo\Milo_Maestrecampo_0003.jpg,1
data\LFW\lfw-deepfunneled\Milo_Maestrecampo\Milo_Maestrecampo_0002.jpg,data\LFW\lfw-deepfunneled\Milo_Maestrecampo\Milo_Maestrecampo_0003.jpg,1
data\LFW\lfw-deepfunneled\Miroljub\Miroljub_0001.jpg,data\LFW\lfw-deepfunneled\Miroljub\Miroljub_0002.jpg,1
data\LFW\lfw-deepfunneled\Miyako_Miyazaki\Miyako_Miyazaki_0001.jpg,data\LFW\lfw-deepfunneled\Miyako_Miyazaki\Miyako_Miyazaki_0002.jpg,1
data\LFW\lfw-deepfunneled\Mohamed_Benaissa\Mohamed_Benaissa_0001.jpg,data\LFW\lfw-deepfunneled\Mohamed_Benaissa\Mohamed_Benaissa_0002.jpg,1
data\LFW\lfw-deepfunneled\Mohammed_Al-Douri\Mohammed_Al-Douri_0002.jpg,data\LFW\lfw-deepfunneled\Mohammed_Al-Douri\Mohammed_Al-Douri_0005.jpg,1
data\LFW\lfw-deepfunneled\Monica_Bellucci\Monica_Bellucci_0001.jpg,data\LFW\lfw-deepfunneled\Monica_Bellucci\Monica_Bellucci_0003.jpg,1
data\LFW\lfw-deepfunneled\Monica_Seles\Monica_Seles_0002.jpg,data\LFW\lfw-deepfunneled\Monica_Seles\Monica_Seles_0003.jpg,1
data\LFW\lfw-deepfunneled\Monica_Seles\Monica_Seles_0004.jpg,data\LFW\lfw-deepfunneled\Monica_Seles\Monica_Seles_0006.jpg,1
data\LFW\lfw-deepfunneled\Monique_Garbrecht-Enfeldt\Monique_Garbrecht-Enfeldt_0001.jpg,data\LFW\lfw-deepfunneled\Monique_Garbrecht-Enfeldt\Monique_Garbrecht-Enfeldt_0003.jpg,1
data\LFW\lfw-deepfunneled\Monique_Garbrecht-Enfeldt\Monique_Garbrecht-Enfeldt_0002.jpg,data\LFW\lfw-deepfunneled\Monique_Garbrecht-Enfeldt\Monique_Garbrecht-Enfeldt_0003.jpg,1
data\LFW\lfw-deepfunneled\Morgan_Freeman\Morgan_Freeman_0001.jpg,data\LFW\lfw-deepfunneled\Morgan_Freeman\Morgan_Freeman_0002.jpg,1
data\LFW\lfw-deepfunneled\Moshe_Katsav\Moshe_Katsav_0001.jpg,data\LFW\lfw-deepfunneled\Moshe_Katsav\Moshe_Katsav_0004.jpg,1
data\LFW\lfw-deepfunneled\Moshe_Katsav\Moshe_Katsav_0002.jpg,data\LFW\lfw-deepfunneled\Moshe_Katsav\Moshe_Katsav_0003.jpg,1
data\LFW\lfw-deepfunneled\Moshe_Katsav\Moshe_Katsav_0002.jpg,data\LFW\lfw-deepfunneled\Moshe_Katsav\Moshe_Katsav_0004.jpg,1
data\LFW\lfw-deepfunneled\Muhammad_Saeed_al-Sahhaf\Muhammad_Saeed_al-Sahhaf_0001.jpg,data\LFW\lfw-deepfunneled\Muhammad_Saeed_al-Sahhaf\Muhammad_Saeed_al-Sahhaf_0005.jpg,1
data\LFW\lfw-deepfunneled\Muhammad_Saeed_al-Sahhaf\Muhammad_Saeed_al-Sahhaf_0003.jpg,data\LFW\lfw-deepfunneled\Muhammad_Saeed_al-Sahhaf\Muhammad_Saeed_al-Sahhaf_0004.jpg,1
data\LFW\lfw-deepfunneled\Muhammad_Saeed_al-Sahhaf\Muhammad_Saeed_al-Sahhaf_0004.jpg,data\LFW\lfw-deepfunneled\Muhammad_Saeed_al-Sahhaf\Muhammad_Saeed_al-Sahhaf_0005.jpg,1
data\LFW\lfw-deepfunneled\Mukesh_Ambani\Mukesh_Ambani_0001.jpg,data\LFW\lfw-deepfunneled\Mukesh_Ambani\Mukesh_Ambani_0003.jpg,1
data\LFW\lfw-deepfunneled\Munir_Akram\Munir_Akram_0001.jpg,data\LFW\lfw-deepfunneled\Munir_Akram\Munir_Akram_0002.jpg,1
data\LFW\lfw-deepfunneled\Nabil_Shaath\Nabil_Shaath_0001.jpg,data\LFW\lfw-deepfunneled\Nabil_Shaath\Nabil_Shaath_0003.jpg,1
data\LFW\lfw-deepfunneled\Nadia_Petrova\Nadia_Petrova_0001.jpg,data\LFW\lfw-deepfunneled\Nadia_Petrova\Nadia_Petrova_0005.jpg,1
data\LFW\lfw-deepfunneled\Naji_Sabri\Naji_Sabri_0004.jpg,data\LFW\lfw-deepfunneled\Naji_Sabri\Naji_Sabri_0008.jpg,1
data\LFW\lfw-deepfunneled\Nancy_Demme\Nancy_Demme_0001.jpg,data\LFW\lfw-deepfunneled\Nancy_Demme\Nancy_Demme_0002.jpg,1
data\LFW\lfw-deepfunneled\Nancy_Reagan\Nancy_Reagan_0001.jpg,data\LFW\lfw-deepfunneled\Nancy_Reagan\Nancy_Reagan_0002.jpg,1
data\LFW\lfw-deepfunneled\Nancy_Sinatra\Nancy_Sinatra_0001.jpg,data\LFW\lfw-deepfunneled\Nancy_Sinatra\Nancy_Sinatra_0002.jpg,1
data\LFW\lfw-deepfunneled\Nanni_Moretti\Nanni_Moretti_0001.jpg,data\LFW\lfw-deepfunneled\Nanni_Moretti\Nanni_Moretti_0002.jpg,1
data\LFW\lfw-deepfunneled\Naomi_Watts\Naomi_Watts_0012.jpg,data\LFW\lfw-deepfunneled\Naomi_Watts\Naomi_Watts_0014.jpg,1
data\LFW\lfw-deepfunneled\Natasha_McElhone\Natasha_McElhone_0002.jpg,data\LFW\lfw-deepfunneled\Natasha_McElhone\Natasha_McElhone_0003.jpg,1
data\LFW\lfw-deepfunneled\Nathalie_Baye\Nathalie_Baye_0001.jpg,data\LFW\lfw-deepfunneled\Nathalie_Baye\Nathalie_Baye_0003.jpg,1
data\LFW\lfw-deepfunneled\Nathalie_Baye\Nathalie_Baye_0002.jpg,data\LFW\lfw-deepfunneled\Nathalie_Baye\Nathalie_Baye_0004.jpg,1
data\LFW\lfw-deepfunneled\Nathan_Lane\Nathan_Lane_0001.jpg,data\LFW\lfw-deepfunneled\Nathan_Lane\Nathan_Lane_0002.jpg,1
data\LFW\lfw-deepfunneled\Nebojsa_Pavkovic\Nebojsa_Pavkovic_0001.jpg,data\LFW\lfw-deepfunneled\Nebojsa_Pavkovic\Nebojsa_Pavkovic_0002.jpg,1
data\LFW\lfw-deepfunneled\Nia_Vardalos\Nia_Vardalos_0003.jpg,data\LFW\lfw-deepfunneled\Nia_Vardalos\Nia_Vardalos_0004.jpg,1
data\LFW\lfw-deepfunneled\Nicholas_Tse\Nicholas_Tse_0001.jpg,data\LFW\lfw-deepfunneled\Nicholas_Tse\Nicholas_Tse_0002.jpg,1
data\LFW\lfw-deepfunneled\Nick_Nolte\Nick_Nolte_0001.jpg,data\LFW\lfw-deepfunneled\Nick_Nolte\Nick_Nolte_0004.jpg,1
data\LFW\lfw-deepfunneled\Nicolas_Cage\Nicolas_Cage_0001.jpg,data\LFW\lfw-deepfunneled\Nicolas_Cage\Nicolas_Cage_0002.jpg,1
data\LFW\lfw-deepfunneled\Nicolas_Escude\Nicolas_Escude_0001.jpg,data\LFW\lfw-deepfunneled\Nicolas_Escude\Nicolas_Escude_0002.jpg,1
data\LFW\lfw-deepfunneled\Nicolas_Lapentti\Nicolas_Lapentti_0001.jpg,data\LFW\lfw-deepfunneled\Nicolas_Lapentti\Nicolas_Lapentti_0002.jpg,1
data\LFW\lfw-deepfunneled\Noelle_Bush\Noelle_Bush_0002.jpg,data\LFW\lfw-deepfunneled\Noelle_Bush\Noelle_Bush_0004.jpg,1
data\LFW\lfw-deepfunneled\Norah_Jones\Norah_Jones_0005.jpg,data\LFW\lfw-deepfunneled\Norah_Jones\Norah_Jones_0013.jpg,1
data\LFW\lfw-deepfunneled\Norman_Jewison\Norman_Jewison_0001.jpg,data\LFW\lfw-deepfunneled\Norman_Jewison\Norman_Jewison_0002.jpg,1
data\LFW\lfw-deepfunneled\Norodom_Sihanouk\Norodom_Sihanouk_0001.jpg,data\LFW\lfw-deepfunneled\Norodom_Sihanouk\Norodom_Sihanouk_0002.jpg,1
data\LFW\lfw-deepfunneled\Norodom_Sihanouk\Norodom_Sihanouk_0002.jpg,data\LFW\lfw-deepfunneled\Norodom_Sihanouk\Norodom_Sihanouk_0003.jpg,1
data\LFW\lfw-deepfunneled\Nursultan_Nazarbayev\Nursultan_Nazarbayev_0001.jpg,data\LFW\lfw-deepfunneled\Nursultan_Nazarbayev\Nursultan_Nazarbayev_0002.jpg,1
data\LFW\lfw-deepfunneled\Oleksandr_Moroz\Oleksandr_Moroz_0001.jpg,data\LFW\lfw-deepfunneled\Oleksandr_Moroz\Oleksandr_Moroz_0002.jpg,1
data\LFW\lfw-deepfunneled\Olesya_Bonabarenko\Olesya_Bonabarenko_0001.jpg,data\LFW\lfw-deepfunneled\Olesya_Bonabarenko\Olesya_Bonabarenko_0002.jpg,1
data\LFW\lfw-deepfunneled\Oswaldo_Paya\Oswaldo_Paya_0003.jpg,data\LFW\lfw-deepfunneled\Oswaldo_Paya\Oswaldo_Paya_0005.jpg,1
data\LFW\lfw-deepfunneled\Oxana_Fedorova\Oxana_Fedorova_0002.jpg,data\LFW\lfw-deepfunneled\Oxana_Fedorova\Oxana_Fedorova_0004.jpg,1
data\LFW\lfw-deepfunneled\Paradorn_Srichaphan\Paradorn_Srichaphan_0003.jpg,data\LFW\lfw-deepfunneled\Paradorn_Srichaphan\Paradorn_Srichaphan_0007.jpg,1
data\LFW\lfw-deepfunneled\Paradorn_Srichaphan\Paradorn_Srichaphan_0008.jpg,data\LFW\lfw-deepfunneled\Paradorn_Srichaphan\Paradorn_Srichaphan_0010.jpg,1
data\LFW\lfw-deepfunneled\Pascal_Lamy\Pascal_Lamy_0001.jpg,data\LFW\lfw-deepfunneled\Pascal_Lamy\Pascal_Lamy_0002.jpg,1
data\LFW\lfw-deepfunneled\Pat_Cox\Pat_Cox_0001.jpg,data\LFW\lfw-deepfunneled\Pat_Cox\Pat_Cox_0002.jpg,1
data\LFW\lfw-deepfunneled\Patricia_Clarkson\Patricia_Clarkson_0001.jpg,data\LFW\lfw-deepfunneled\Patricia_Clarkson\Patricia_Clarkson_0002.jpg,1
data\LFW\lfw-deepfunneled\Patricia_Clarkson\Patricia_Clarkson_0001.jpg,data\LFW\lfw-deepfunneled\Patricia_Clarkson\Patricia_Clarkson_0003.jpg,1
data\LFW\lfw-deepfunneled\Patricia_Heaton\Patricia_Heaton_0001.jpg,data\LFW\lfw-deepfunneled\Patricia_Heaton\Patricia_Heaton_0002.jpg,1
data\LFW\lfw-deepfunneled\Patrick_Ewing\Patrick_Ewing_0001.jpg,data\LFW\lfw-deepfunneled\Patrick_Ewing\Patrick_Ewing_0002.jpg,1
data\LFW\lfw-deepfunneled\Patrick_Roy\Patrick_Roy_0001.jpg,data\LFW\lfw-deepfunneled\Patrick_Roy\Patrick_Roy_0002.jpg,1
data\LFW\lfw-deepfunneled\Patrick_Stewart\Patrick_Stewart_0001.jpg,data\LFW\lfw-deepfunneled\Patrick_Stewart\Patrick_Stewart_0002.jpg,1
data\LFW\lfw-deepfunneled\Paul_Coppin\Paul_Coppin_0001.jpg,data\LFW\lfw-deepfunneled\Paul_Coppin\Paul_Coppin_0002.jpg,1
data\LFW\lfw-deepfunneled\Paul_McCartney\Paul_McCartney_0004.jpg,data\LFW\lfw-deepfunneled\Paul_McCartney\Paul_McCartney_0006.jpg,1
data\LFW\lfw-deepfunneled\Paul_McNulty\Paul_McNulty_0001.jpg,data\LFW\lfw-deepfunneled\Paul_McNulty\Paul_McNulty_0002.jpg,1
data\LFW\lfw-deepfunneled\Paul_ONeill\Paul_ONeill_0008.jpg,data\LFW\lfw-deepfunneled\Paul_ONeill\Paul_ONeill_0009.jpg,1
data\LFW\lfw-deepfunneled\Paul_Pierce\Paul_Pierce_0001.jpg,data\LFW\lfw-deepfunneled\Paul_Pierce\Paul_Pierce_0002.jpg,1
data\LFW\lfw-deepfunneled\Paul_Tagliabue\Paul_Tagliabue_0001.jpg,data\LFW\lfw-deepfunneled\Paul_Tagliabue\Paul_Tagliabue_0003.jpg,1
data\LFW\lfw-deepfunneled\Paul_Tagliabue\Paul_Tagliabue_0002.jpg,data\LFW\lfw-deepfunneled\Paul_Tagliabue\Paul_Tagliabue_0003.jpg,1
data\LFW\lfw-deepfunneled\Paul_Tagliabue\Paul_Tagliabue_0002.jpg,data\LFW\lfw-deepfunneled\Paul_Tagliabue\Paul_Tagliabue_0004.jpg,1
data\LFW\lfw-deepfunneled\Paul_Wolfowitz\Paul_Wolfowitz_0002.jpg,data\LFW\lfw-deepfunneled\Paul_Wolfowitz\Paul_Wolfowitz_0010.jpg,1
data\LFW\lfw-deepfunneled\Paul_Wolfowitz\Paul_Wolfowitz_0003.jpg,data\LFW\lfw-deepfunneled\Paul_Wolfowitz\Paul_Wolfowitz_0007.jpg,1
data\LFW\lfw-deepfunneled\Paul_Wolfowitz\Paul_Wolfowitz_0003.jpg,data\LFW\lfw-deepfunneled\Paul_Wolfowitz\Paul_Wolfowitz_0008.jpg,1
data\LFW\lfw-deepfunneled\Paul_Wolfowitz\Paul_Wolfowitz_0005.jpg,data\LFW\lfw-deepfunneled\Paul_Wolfowitz\Paul_Wolfowitz_0006.jpg,1
data\LFW\lfw-deepfunneled\Paula_Radcliffe\Paula_Radcliffe_0004.jpg,data\LFW\lfw-deepfunneled\Paula_Radcliffe\Paula_Radcliffe_0005.jpg,1
data\LFW\lfw-deepfunneled\Penelope_Ann_Miller\Penelope_Ann_Miller_0001.jpg,data\LFW\lfw-deepfunneled\Penelope_Ann_Miller\Penelope_Ann_Miller_0002.jpg,1
data\LFW\lfw-deepfunneled\Pete_Carroll\Pete_Carroll_0001.jpg,data\LFW\lfw-deepfunneled\Pete_Carroll\Pete_Carroll_0002.jpg,1
